time	V(out)
5.503149219234885e-04	-8.051235e-01
5.514628592575733e-04	-8.227242e-01
5.516229117654626e-04	-8.250982e-01
5.516268660414619e-04	-8.251566e-01
5.516302333087109e-04	-8.252063e-01
5.516315791692107e-04	-8.252262e-01
5.516329853798092e-04	-8.252469e-01
5.516377559425432e-04	-8.253173e-01
5.517061727827089e-04	-8.263246e-01
5.517799135519731e-04	-8.274058e-01
5.517879715088498e-04	-8.275236e-01
5.518314491510487e-04	-8.281584e-01
5.529813624049062e-04	-8.443421e-01
5.531162479111918e-04	-8.461598e-01
5.531208819756186e-04	-8.462220e-01
5.531217124093907e-04	-8.462331e-01
5.531220243573115e-04	-8.462372e-01
5.531223105415964e-04	-8.462411e-01
5.531253291204481e-04	-8.462815e-01
5.531955013006966e-04	-8.472193e-01
5.532813409320197e-04	-8.483595e-01
5.532847821423339e-04	-8.484051e-01
5.533463622068792e-04	-8.492182e-01
5.544910962739534e-04	-8.636322e-01
5.546074662371409e-04	-8.650210e-01
5.546110964779117e-04	-8.650641e-01
5.546133345498095e-04	-8.650907e-01
5.546138677667481e-04	-8.650970e-01
5.546165241760875e-04	-8.651286e-01
5.546751403182493e-04	-8.658219e-01
5.547437666876502e-04	-8.666287e-01
5.547754079062334e-04	-8.669990e-01
5.547830481252933e-04	-8.670883e-01
5.556798955699830e-04	-8.771271e-01
5.560670765483999e-04	-8.811943e-01
5.560981949282506e-04	-8.815141e-01
5.561013888409967e-04	-8.815468e-01
5.561043573762561e-04	-8.815773e-01
5.561054132659815e-04	-8.815880e-01
5.561089176289099e-04	-8.816240e-01
5.561751991928528e-04	-8.823006e-01
5.562702546900433e-04	-8.832624e-01
5.562738652111620e-04	-8.832987e-01
5.563449607314694e-04	-8.840112e-01
5.574535726347329e-04	-8.944369e-01
5.575865699440036e-04	-8.956029e-01
5.575897956748357e-04	-8.956309e-01
5.575931570731994e-04	-8.956601e-01
5.575947360579600e-04	-8.956738e-01
5.575950395499589e-04	-8.956765e-01
5.576031702373551e-04	-8.957471e-01
5.577033698506315e-04	-8.966116e-01
5.577635673410280e-04	-8.971261e-01
5.577730831097942e-04	-8.972071e-01
5.585496683629642e-04	-9.035263e-01
5.590766224941507e-04	-9.075070e-01
5.590805055732407e-04	-9.075354e-01
5.590836361331514e-04	-9.075584e-01
5.590850905968250e-04	-9.075691e-01
5.590860859118988e-04	-9.075763e-01
5.591226746264219e-04	-9.078435e-01
5.592508736364439e-04	-9.087704e-01
5.592573327298299e-04	-9.088167e-01
5.592671288528125e-04	-9.088869e-01
5.600693831249997e-04	-9.143910e-01
5.605435958219617e-04	-9.174394e-01
5.605682939400212e-04	-9.175943e-01
5.605717947280384e-04	-9.176162e-01
5.605741464884503e-04	-9.176310e-01
5.605749103468991e-04	-9.176357e-01
5.605799216464426e-04	-9.176671e-01
5.606308175042814e-04	-9.179847e-01
5.606874836249682e-04	-9.183365e-01
5.607517003610659e-04	-9.187328e-01
5.607626672743117e-04	-9.188002e-01
5.616490938761917e-04	-9.240638e-01
5.620554993176048e-04	-9.263764e-01
5.620593607030287e-04	-9.263982e-01
5.620628060957097e-04	-9.264175e-01
5.620642698912020e-04	-9.264258e-01
5.620647468564288e-04	-9.264284e-01
5.620710409895370e-04	-9.264638e-01
5.622126885877195e-04	-9.272571e-01
5.622413069592319e-04	-9.274166e-01
5.622455404570755e-04	-9.274402e-01
5.624601495446388e-04	-9.286307e-01
5.634960247778528e-04	-9.343195e-01
5.635471425949236e-04	-9.345999e-01
5.635508988727818e-04	-9.346205e-01
5.635529310096155e-04	-9.346317e-01
5.635538956523411e-04	-9.346370e-01
5.635593340811929e-04	-9.346668e-01
5.636861914194247e-04	-9.353632e-01
5.637328371943094e-04	-9.356196e-01
5.637365713506438e-04	-9.356401e-01
5.638131185424670e-04	-9.360613e-01
5.650344843178572e-04	-9.429876e-01
5.650383024608120e-04	-9.430100e-01
5.650420248085434e-04	-9.430319e-01
5.650430341656914e-04	-9.430379e-01
5.650446106964186e-04	-9.430471e-01
5.650917058278585e-04	-9.433245e-01
5.652143363457879e-04	-9.440511e-01
5.652229211289430e-04	-9.441022e-01
5.652319698291545e-04	-9.441562e-01
5.657076794417286e-04	-9.470508e-01
5.664597445669473e-04	-9.519201e-01
5.665265340035928e-04	-9.523715e-01
5.665293191101689e-04	-9.523904e-01
5.665320097096446e-04	-9.524087e-01
5.665336632540653e-04	-9.524199e-01
5.665344577106861e-04	-9.524254e-01
5.665371120786478e-04	-9.524434e-01
5.666055178160348e-04	-9.529096e-01
5.667123991990679e-04	-9.536449e-01
5.667173132652074e-04	-9.536789e-01
5.667275042416997e-04	-9.537495e-01
5.671493354345612e-04	-9.567465e-01
5.679367556642812e-04	-9.627745e-01
5.680165115275886e-04	-9.634181e-01
5.680199613514838e-04	-9.634461e-01
5.680215940803226e-04	-9.634594e-01
5.680235112657897e-04	-9.634749e-01
5.680241553403177e-04	-9.634801e-01
5.680244939360023e-04	-9.634829e-01
5.680262226242901e-04	-9.634969e-01
5.680390350653530e-04	-9.636010e-01
5.681153549490454e-04	-9.642243e-01
5.682098142107231e-04	-9.650036e-01
5.682149588953128e-04	-9.650463e-01
5.684368849707856e-04	-9.669139e-01
5.694655421815799e-04	-9.762761e-01
5.695077237832693e-04	-9.766853e-01
5.695112692258552e-04	-9.767197e-01
5.695135918056780e-04	-9.767424e-01
5.695146577671475e-04	-9.767528e-01
