time	I(I1)
1.810455595667631e-03	2.500000e-01
1.818268095667631e-03	2.500000e-01
1.833893095667631e-03	2.500000e-01
1.857330595667631e-03	2.500000e-01
1.880768095667631e-03	2.500000e-01
1.896393095667631e-03	2.500000e-01
1.904205595667631e-03	2.500000e-01
1.912018095667631e-03	2.500000e-01
1.919830595667631e-03	2.500000e-01
1.927643095667631e-03	2.500000e-01
1.935455595667631e-03	2.500000e-01
1.943268095667631e-03	2.500000e-01
1.958893095667631e-03	2.500000e-01
1.974518095667631e-03	2.500000e-01
1.997955595667631e-03	2.500000e-01
2.009116309953346e-03	2.500000e-01
2.020277024239060e-03	2.500000e-01
2.031437738524774e-03	2.500000e-01
2.042598452810488e-03	2.500000e-01
2.053759167096203e-03	2.500000e-01
2.064919881381917e-03	2.500000e-01
2.076080595667631e-03	2.500000e-01
2.099518095667631e-03	2.500000e-01
2.115143095667631e-03	2.500000e-01
2.130768095667631e-03	2.500000e-01
2.146393095667631e-03	2.500000e-01
2.162018095667631e-03	2.500000e-01
2.177643095667631e-03	2.500000e-01
2.193268095667631e-03	2.500000e-01
2.208893095667631e-03	2.500000e-01
2.224518095667631e-03	2.500000e-01
2.240143095667631e-03	2.500000e-01
2.255768095667631e-03	2.500000e-01
2.271393095667631e-03	2.500000e-01
2.287018095667631e-03	2.500000e-01
2.302643095667631e-03	2.500000e-01
2.318268095667631e-03	2.500000e-01
2.333893095667631e-03	2.500000e-01
2.349518095667631e-03	2.500000e-01
2.365143095667631e-03	2.500000e-01
2.380768095667631e-03	2.500000e-01
2.396393095667632e-03	2.500000e-01
2.419830595667632e-03	2.500000e-01
2.443268095667632e-03	2.500000e-01
2.466705595667632e-03	2.500000e-01
2.490143095667632e-03	2.500000e-01
2.513580595667632e-03	2.500000e-01
2.532553809953346e-03	2.500000e-01
2.551527024239060e-03	2.500000e-01
2.570500238524774e-03	2.500000e-01
2.589473452810489e-03	2.500000e-01
2.608446667096203e-03	2.500000e-01
2.627419881381917e-03	2.500000e-01
2.646393095667632e-03	2.500000e-01
2.678759167096203e-03	2.500000e-01
2.711125238524775e-03	2.500000e-01
2.743491309953346e-03	2.500000e-01
2.775857381381917e-03	2.500000e-01
2.808223452810489e-03	2.500000e-01
2.840589524239061e-03	2.500000e-01
2.872955595667632e-03	2.500000e-01
3.024741309953346e-03	2.500000e-01
3.176527024239061e-03	2.500000e-01
3.328312738524775e-03	2.500000e-01
3.480098452810490e-03	2.500000e-01
3.631884167096204e-03	2.500000e-01
3.783669881381918e-03	2.500000e-01
3.935455595667632e-03	2.500000e-01
4.141928809953347e-03	2.500000e-01
4.348402024239062e-03	2.500000e-01
4.554875238524776e-03	2.500000e-01
4.761348452810491e-03	2.500000e-01
4.967821667096205e-03	2.500000e-01
5.174294881381920e-03	2.500000e-01
5.380768095667634e-03	2.500000e-01
5.660902024239063e-03	2.500000e-01
5.941035952810492e-03	2.500000e-01
6.221169881381921e-03	2.500000e-01
6.501303809953349e-03	2.500000e-01
6.781437738524778e-03	2.500000e-01
7.061571667096207e-03	2.500000e-01
7.341705595667635e-03	2.500000e-01
7.435747653429402e-03	2.500000e-01
7.529789711191169e-03	2.500000e-01
7.623831768952934e-03	2.500000e-01
7.717873826714701e-03	2.500000e-01
7.811915884476468e-03	2.500000e-01
7.905957942238234e-03	2.500000e-01
8.000000000000000e-03	2.500000e-01
