3.511312659627018e-03	1.194240e+01
3.511315615411156e-03	1.194240e+01
3.511319100182908e-03	1.194239e+01
3.511320468419515e-03	1.194240e+01
3.511321335872196e-03	1.194240e+01
3.511321889966223e-03	1.194240e+01
3.511322255838399e-03	1.194240e+01
3.511322840845084e-03	1.194240e+01
3.511323959697690e-03	1.194240e+01
3.511331677355214e-03	1.194240e+01
3.511429920364198e-03	1.194240e+01
3.511483500509483e-03	1.194240e+01
3.511484242840512e-03	1.194240e+01
3.511486750860450e-03	1.194240e+01
3.511557126952422e-03	1.194240e+01
3.511766945534024e-03	1.194241e+01
3.511780525825165e-03	1.194241e+01
3.511782550624178e-03	1.194241e+01
3.511783091282913e-03	1.194241e+01
3.511788660557123e-03	1.194241e+01
3.511800599160912e-03	1.194241e+01
3.511803820682646e-03	1.194241e+01
3.511807306066215e-03	1.194240e+01
3.511809042991624e-03	1.194241e+01
3.511810437287449e-03	1.194241e+01
3.511811570145791e-03	1.194241e+01
3.511812642784113e-03	1.194241e+01
3.511817088005606e-03	1.194241e+01
3.511892881395274e-03	1.194241e+01
3.511967636224815e-03	1.194241e+01
3.511972850064475e-03	1.194241e+01
3.511981147156863e-03	1.194241e+01
3.512189397342397e-03	1.194242e+01
3.512263315358246e-03	1.194242e+01
3.512270070294184e-03	1.194242e+01
3.512271546499880e-03	1.194242e+01
3.512273812162537e-03	1.194242e+01
3.512289453371540e-03	1.194242e+01
3.512292378861185e-03	1.194242e+01
3.512295876303717e-03	1.194242e+01
3.512297328177468e-03	1.194243e+01
3.512298644732230e-03	1.194242e+01
3.512299341150474e-03	1.194242e+01
3.512299767394134e-03	1.194242e+01
3.512300706036779e-03	1.194242e+01
3.512305742511820e-03	1.194242e+01
3.512420636064188e-03	1.194243e+01
3.512458797751620e-03	1.194243e+01
3.512462447722354e-03	1.194243e+01
3.512505878543218e-03	1.194243e+01
3.512724445458979e-03	1.194244e+01
3.512755416938342e-03	1.194244e+01
3.512759614507652e-03	1.194244e+01
3.512759877582304e-03	1.194244e+01
3.512777099618291e-03	1.194244e+01
3.512779729421034e-03	1.194244e+01
3.512782981310281e-03	1.194244e+01
3.512784981258095e-03	1.194244e+01
3.512786348074740e-03	1.194244e+01
3.512787582884731e-03	1.194244e+01
3.512788271515790e-03	1.194244e+01
3.512790348705103e-03	1.194244e+01
3.512846645250227e-03	1.194244e+01
3.512944648305957e-03	1.194245e+01
3.512950750097467e-03	1.194245e+01
3.512952977356119e-03	1.194245e+01
3.513005043236026e-03	1.194245e+01
3.513229352744617e-03	1.194246e+01
3.513246834842812e-03	1.194246e+01
3.513248456485200e-03	1.194246e+01
3.513249569342926e-03	1.194246e+01
3.513265952658729e-03	1.194246e+01
3.513269452318878e-03	1.194246e+01
3.513272684212206e-03	1.194246e+01
3.513274011750771e-03	1.194246e+01
3.513274956566220e-03	1.194247e+01
3.513275551038430e-03	1.194246e+01
3.513275926104823e-03	1.194246e+01
3.513276533078985e-03	1.194246e+01
3.513278081136879e-03	1.194246e+01
3.513307714209012e-03	1.194246e+01
3.513428082458559e-03	1.194247e+01
3.513437155588128e-03	1.194247e+01
3.513443687401442e-03	1.194247e+01
3.513635284720663e-03	1.194248e+01
3.513722947545234e-03	1.194248e+01
3.513734267871129e-03	1.194248e+01
3.513735780144540e-03	1.194248e+01
3.513736212986253e-03	1.194248e+01
3.513749860599088e-03	1.194248e+01
3.513753904028709e-03	1.194248e+01
3.513758453505575e-03	1.194248e+01
3.513761205107755e-03	1.194249e+01
3.513762732744425e-03	1.194248e+01
3.513764718611665e-03	1.194248e+01
3.513766470933994e-03	1.194248e+01
