time	I(I1)
5.231774393943353e-04	9.998091e-02
5.234349251336313e-04	9.999374e-02
5.245415941932243e-04	1.000000e-01
5.245445128820954e-04	1.000000e-01
5.245471266805937e-04	1.000000e-01
5.245476737467192e-04	1.000000e-01
5.245480407945944e-04	1.000000e-01
5.245482406063955e-04	1.000000e-01
5.245489095055094e-04	1.000000e-01
5.245493514364569e-04	1.000000e-01
5.245498796154984e-04	1.000000e-01
5.245500741952041e-04	1.000000e-01
5.245504732989897e-04	1.000000e-01
5.245506926074052e-04	1.000000e-01
5.245511645938433e-04	1.000000e-01
5.245514490166140e-04	1.000000e-01
5.245520029449616e-04	1.000000e-01
5.245527830661586e-04	1.000000e-01
5.245543765272508e-04	1.000000e-01
5.245568835599373e-04	1.000000e-01
5.245955343578275e-04	1.000000e-01
5.246563667452508e-04	1.000000e-01
5.246626597885185e-04	1.000000e-01
5.246671952522695e-04	1.000000e-01
5.248980509220880e-04	1.000000e-01
5.258055442162380e-04	1.000000e-01
5.260324960533211e-04	1.000000e-01
5.260365949407323e-04	1.000000e-01
5.260393964636691e-04	1.000000e-01
5.260396401524962e-04	1.000000e-01
5.260399452225840e-04	1.000000e-01
5.260401064162181e-04	1.000000e-01
5.260406570534412e-04	1.000000e-01
5.260411321465390e-04	1.000000e-01
5.260417155755570e-04	1.000000e-01
5.260419270006515e-04	1.000000e-01
5.260423292120168e-04	1.000000e-01
5.260425844801603e-04	1.000000e-01
5.260430216158913e-04	1.000000e-01
5.260433408759225e-04	1.000000e-01
5.260438630947246e-04	1.000000e-01
5.260444396825678e-04	1.000000e-01
5.260455002691896e-04	1.000000e-01
5.260473162727660e-04	1.000000e-01
5.260517041705289e-04	1.000000e-01
5.261027148113469e-04	1.000000e-01
5.261519070220733e-04	1.000000e-01
5.261556924043357e-04	1.000000e-01
5.261675247464517e-04	1.000000e-01
5.271729016259095e-04	1.000000e-01
5.275230533618587e-04	1.000000e-01
5.275269538804455e-04	1.000000e-01
5.275305518921454e-04	1.000000e-01
5.275307451297933e-04	1.000000e-01
5.275310614418506e-04	1.000000e-01
5.275311885655617e-04	1.000000e-01
5.275316983620766e-04	1.000000e-01
5.275320735875755e-04	1.000000e-01
5.275325359227470e-04	1.000000e-01
5.275329186328775e-04	1.000000e-01
5.275330522317711e-04	1.000000e-01
5.275334861213233e-04	1.000000e-01
5.275337581393516e-04	1.000000e-01
5.275342421447461e-04	1.000000e-01
5.275345323765552e-04	1.000000e-01
5.275350857391674e-04	1.000000e-01
5.275359267940096e-04	1.000000e-01
5.275376294284721e-04	1.000000e-01
5.275405295403815e-04	1.000000e-01
5.275708270614527e-04	1.000000e-01
5.276375363510624e-04	1.000000e-01
5.276480831127574e-04	1.000000e-01
5.276486712495489e-04	1.000000e-01
5.276494826944853e-04	1.000000e-01
5.276534796184387e-04	1.000000e-01
5.278816726312949e-04	1.000000e-01
5.288194664508102e-04	1.000000e-01
5.290174557284845e-04	1.000000e-01
5.290195207572942e-04	1.000000e-01
5.290219602991601e-04	1.000000e-01
5.290224449460398e-04	1.000000e-01
5.290224835023893e-04	1.000000e-01
5.290226897979568e-04	1.000000e-01
5.290231482276836e-04	1.000000e-01
5.290236323519806e-04	1.000000e-01
5.290242013196924e-04	1.000000e-01
5.290244567765563e-04	1.000000e-01
5.290249020890601e-04	1.000000e-01
5.290252197756531e-04	1.000000e-01
5.290256699408578e-04	1.000000e-01
5.290260328891581e-04	1.000000e-01
5.290265537882303e-04	1.000000e-01
5.290273895367095e-04	1.000000e-01
5.290289332905293e-04	1.000000e-01
5.290317454115177e-04	1.000000e-01
5.290776404739916e-04	1.000000e-01
5.291380246903772e-04	1.000000e-01
5.291442239566923e-04	1.000000e-01
5.291475989508020e-04	1.000000e-01
5.293203309616103e-04	1.000000e-01
5.304296109864479e-04	1.000000e-01
5.305054361401775e-04	1.000000e-01
5.305089078852572e-04	1.000000e-01
5.305099732698659e-04	1.000000e-01
5.305103947386620e-04	1.000000e-01
5.305104607864372e-04	1.000000e-01
5.305110286589663e-04	1.000000e-01
5.305114414306462e-04	1.000000e-01
5.305120621542415e-04	1.000000e-01
5.305126086723272e-04	1.000000e-01
5.305130004863023e-04	1.000000e-01
5.305133695550381e-04	1.000000e-01
5.305136768016995e-04	1.000000e-01
5.305141808455587e-04	1.000000e-01
5.305148535733677e-04	1.000000e-01
5.305163931242345e-04	1.000000e-01
5.305189681401155e-04	1.000000e-01
5.305608940629656e-04	1.000000e-01
5.306141888595351e-04	1.000000e-01
5.306363483351778e-04	1.000000e-01
5.306407254644351e-04	1.000000e-01
5.308198984660386e-04	1.000000e-01
5.319935333239931e-04	1.000000e-01
5.319977386988184e-04	1.000000e-01
5.320002567665347e-04	1.000000e-01
5.320005667031280e-04	1.000000e-01
5.320008039526692e-04	1.000000e-01
5.320009373648632e-04	1.000000e-01
5.320014175927792e-04	1.000000e-01
5.320018336811346e-04	1.000000e-01
5.320024699854744e-04	1.000000e-01
5.320026860702606e-04	1.000000e-01
5.320031464564064e-04	1.000000e-01
5.320034381664043e-04	1.000000e-01
5.320039288211143e-04	1.000000e-01
5.320045389146170e-04	1.000000e-01
5.320054560805638e-04	1.000000e-01
5.320072838679353e-04	1.000000e-01
5.320114433706671e-04	1.000000e-01
5.320712994151236e-04	1.000000e-01
5.321214815049977e-04	1.000000e-01
5.321336348280762e-04	1.000000e-01
5.321344421373347e-04	1.000000e-01
5.321360308209612e-04	1.000000e-01
5.321668730381168e-04	1.000000e-01
5.334327943893723e-04	1.000000e-01
5.334860743935017e-04	1.000000e-01
5.334894431691480e-04	1.000000e-01
5.334902188929530e-04	1.000000e-01
5.334906681740227e-04	1.000000e-01
5.334908371842827e-04	1.000000e-01
5.334915357756179e-04	1.000000e-01
5.334922803261967e-04	1.000000e-01
5.334926837412088e-04	1.000000e-01
5.334930546605498e-04	1.000000e-01
5.334933994500125e-04	1.000000e-01
5.334938577071531e-04	1.000000e-01
5.334941808129392e-04	1.000000e-01
5.334947576594698e-04	1.000000e-01
5.334958318408107e-04	1.000000e-01
5.334978248005967e-04	1.000000e-01
5.335049628157565e-04	1.000000e-01
5.336027981099416e-04	1.000000e-01
5.336285360507864e-04	1.000000e-01
5.336291266714039e-04	1.000000e-01
5.336299496231753e-04	1.000000e-01
5.336346202668164e-04	1.000000e-01
5.339936147223687e-04	1.000000e-01
5.349755420906577e-04	1.000000e-01
5.349786960896131e-04	1.000000e-01
5.349795572704001e-04	1.000000e-01
5.349800445224896e-04	1.000000e-01
5.349801461975061e-04	1.000000e-01
5.349806298430183e-04	1.000000e-01
5.349811567789890e-04	1.000000e-01
5.349819822486321e-04	1.000000e-01
5.349821971192007e-04	1.000000e-01
5.349826497857634e-04	1.000000e-01
5.349829597612971e-04	1.000000e-01
5.349834973800890e-04	1.000000e-01
5.349841441361030e-04	1.000000e-01
5.349856347553930e-04	1.000000e-01
5.349889890970619e-04	1.000000e-01
5.350388850089534e-04	1.000000e-01
5.350769265276651e-04	1.000000e-01
5.351245721411330e-04	1.000000e-01
5.351282003103521e-04	1.000000e-01
5.351976326576698e-04	1.000000e-01
5.362776987411812e-04	1.000000e-01
5.364646057779088e-04	1.000000e-01
5.364683061290042e-04	1.000000e-01
5.364689270778726e-04	1.000000e-01
5.364693391779050e-04	1.000000e-01
5.364695284449791e-04	1.000000e-01
5.364702108068591e-04	1.000000e-01
5.364711322572046e-04	1.000000e-01
5.364713369124788e-04	1.000000e-01
5.364718496292962e-04	1.000000e-01
5.364721525602699e-04	1.000000e-01
5.364726844686625e-04	1.000000e-01
5.364734135260412e-04	1.000000e-01
5.364752974024607e-04	1.000000e-01
5.364825653890568e-04	1.000000e-01
5.365507949019658e-04	1.000000e-01
5.366176757641241e-04	1.000000e-01
